no,komentar,sentimen,Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
116,Di FIB itu real definition kalo ikut MBKM bakal kehilangan 1 semester dan otomatis NGULANG TAHUN DEPAN wkwkwk,Negatif,di fib itu real definition kalo ikut mbkm bakal kehilangan semester dan otomatis ngulang tahun depan wkwkwk,"['di', 'fib', 'itu', 'real', 'definition', 'kalo', 'ikut', 'mbkm', 'bakal', 'kehilangan', 'semester', 'dan', 'otomatis', 'ngulang', 'tahun', 'depan', 'wkwkwk']",<FreqDist with 17 samples and 17 outcomes>,"['di', 'fib', 'itu', 'real', 'definition', 'kalo', 'ikut', 'mbkm', 'bakal', 'kehilangan', 'semester', 'dan', 'otomatis', 'ngulang', 'tahun', 'depan', 'wkwkwk']","['di', 'fib', 'itu', 'real', 'definition', 'kalo', 'ikut', 'mbkm', 'bakal', 'kehilangan', 'semester', 'dan', 'otomatis', 'ngulang', 'tahun', 'depan', 'wkwkwk']","['di', 'fib', 'itu', 'real', 'definition', 'kalo', 'ikut', 'mbkm', 'bakal', 'hilang', 'semester', 'dan', 'otomatis', 'ngulang', 'tahun', 'depan', 'wkwkwk']"
117,KPU Kota Denpasar menerima Mahasiswa STIKI dan STIKOM dalam program pemerintah Merdeka Belajar Kampus Merdeka,Positif,kpu kota denpasar menerima mahasiswa stiki dan stikom dalam program pemerintah merdeka belajar kampus merdeka,"['kpu', 'kota', 'denpasar', 'menerima', 'mahasiswa', 'stiki', 'dan', 'stikom', 'dalam', 'program', 'pemerintah', 'merdeka', 'belajar', 'kampus', 'merdeka']",<FreqDist with 14 samples and 15 outcomes>,"['kpu', 'kota', 'denpasar', 'menerima', 'mahasiswa', 'stiki', 'dan', 'stikom', 'dalam', 'program', 'pemerintah', 'merdeka', 'belajar', 'kampus', 'merdeka']","['kpu', 'kota', 'denpasar', 'menerima', 'mahasiswa', 'stiki', 'dan', 'stikom', 'dalam', 'program', 'pemerintah', 'merdeka', 'belajar', 'kampus', 'merdeka']","['kpu', 'kota', 'denpasar', 'terima', 'mahasiswa', 'stik', 'dan', 'stikom', 'dalam', 'program', 'perintah', 'merdeka', 'ajar', 'kampus', 'merdeka']"
118,Program kampus merdeka merupakan kebijakan Menteri Pendidikan dan kebudayaan,Positif,program kampus merdeka merupakan kebijakan menteri pendidikan dan kebudayaan,"['program', 'kampus', 'merdeka', 'merupakan', 'kebijakan', 'menteri', 'pendidikan', 'dan', 'kebudayaan']",<FreqDist with 9 samples and 9 outcomes>,"['program', 'kampus', 'merdeka', 'merupakan', 'kebijakan', 'menteri', 'pendidikan', 'dan', 'kebudayaan']","['program', 'kampus', 'merdeka', 'merupakan', 'kebijakan', 'menteri', 'pendidikan', 'dan', 'kebudayaan']","['program', 'kampus', 'merdeka', 'rupa', 'bijak', 'menteri', 'didik', 'dan', 'budaya']"
119,"Ikut program kampus merdeka atau mbkm pertukaranmahasiswa merdeka, bisa belajar di kampus lain ",Positif,ikut program kampus merdeka atau mbkm pertukaranmahasiswa merdeka bisa belajar di kampus lain,"['ikut', 'program', 'kampus', 'merdeka', 'atau', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'bisa', 'belajar', 'di', 'kampus', 'lain']",<FreqDist with 11 samples and 13 outcomes>,"['ikut', 'program', 'kampus', 'merdeka', 'atau', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'bisa', 'belajar', 'di', 'kampus', 'lain']","['ikut', 'program', 'kampus', 'merdeka', 'atau', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'bisa', 'belajar', 'di', 'kampus', 'lain']","['ikut', 'program', 'kampus', 'merdeka', 'atau', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'bisa', 'ajar', 'di', 'kampus', 'lain']"
120,Ikut program mbkm yang pertukaranmahasiswa merdeka nder,Positif,ikut program mbkm yang pertukaranmahasiswa merdeka nder,"['ikut', 'program', 'mbkm', 'yang', 'pertukaranmahasiswa', 'merdeka', 'nder']",<FreqDist with 7 samples and 7 outcomes>,"['ikut', 'program', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'nder']","['ikut', 'program', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'nder']","['ikut', 'program', 'mbkm', 'pertukaranmahasiswa', 'merdeka', 'nder']"
121,selama univ kamu bekerja sama dengan mbkm pasti bisa konversi,Positif,selama univ kamu bekerja sama dengan mbkm pasti bisa konversi,"['selama', 'univ', 'kamu', 'bekerja', 'sama', 'dengan', 'mbkm', 'pasti', 'bisa', 'konversi']",<FreqDist with 10 samples and 10 outcomes>,"['selama', 'univ', 'kamu', 'bekerja', 'dengan', 'mbkm', 'pasti', 'bisa', 'konversi']","['selama', 'univ', 'kamu', 'bekerja', 'dengan', 'mbkm', 'pasti', 'bisa', 'konversi']","['lama', 'univ', 'kamu', 'kerja', 'dengan', 'mbkm', 'pasti', 'bisa', 'konversi']"
122,anjing tau gitu ikut kkn aja daripada magang mbkm,Negatif,anjing tau gitu ikut kkn aja daripada magang mbkm,"['anjing', 'tau', 'gitu', 'ikut', 'kkn', 'aja', 'daripada', 'magang', 'mbkm']",<FreqDist with 9 samples and 9 outcomes>,"['anjing', 'ikut', 'kkn', 'magang', 'mbkm']","['anjing', 'ikut', 'kkn', 'magang', 'mbkm']","['anjing', 'ikut', 'kkn', 'magang', 'mbkm']"
123,"Liat story mbkm fisip jadi pengen ikut, keknya seru daripada nugas di rumah",Positif,liat story mbkm fisip jadi pengen ikut keknya seru daripada nugas di rumah,"['liat', 'story', 'mbkm', 'fisip', 'jadi', 'pengen', 'ikut', 'keknya', 'seru', 'daripada', 'nugas', 'di', 'rumah']",<FreqDist with 13 samples and 13 outcomes>,"['liat', 'story', 'mbkm', 'fisip', 'jadi', 'pengen', 'ikut', 'keknya', 'seru', 'nugas', 'di', 'rumah']","['liat', 'story', 'mbkm', 'fisip', 'jadi', 'pengen', 'ikut', 'keknya', 'seru', 'nugas', 'di', 'rumah']","['liat', 'story', 'mbkm', 'fisip', 'jadi', 'ken', 'ikut', 'kek', 'seru', 'nugas', 'di', 'rumah']"
124,Firmansyah menuturkan mahasiswa akan didampingi oleh mentor yang memiliki kemampuan di bidangnya masing-masing,Positif,firmansyah menuturkan mahasiswa akan didampingi oleh mentor yang memiliki kemampuan di bidangnya masingmasing,"['firmansyah', 'menuturkan', 'mahasiswa', 'akan', 'didampingi', 'oleh', 'mentor', 'yang', 'memiliki', 'kemampuan', 'di', 'bidangnya', 'masingmasing']",<FreqDist with 13 samples and 13 outcomes>,"['firmansyah', 'menuturkan', 'mahasiswa', 'akan', 'didampingi', 'oleh', 'mentor', 'memiliki', 'kemampuan', 'di', 'bidangnya', 'masingmasing']","['firmansyah', 'menuturkan', 'mahasiswa', 'akan', 'didampingi', 'oleh', 'mentor', 'memiliki', 'kemampuan', 'di', 'bidangnya', 'masingmasing']","['firmansyah', 'tutur', 'mahasiswa', 'akan', 'damping', 'oleh', 'mentor', 'milik', 'mampu', 'di', 'bidang', 'masingmasing']"
125,Unram Perkuat Implementasi Program MBKM dengan Untirta,Positif,unram perkuat implementasi program mbkm dengan untirta,"['unram', 'perkuat', 'implementasi', 'program', 'mbkm', 'dengan', 'untirta']",<FreqDist with 7 samples and 7 outcomes>,"['unram', 'perkuat', 'implementasi', 'program', 'mbkm', 'dengan', 'untirta']","['unram', 'perkuat', 'implementasi', 'program', 'mbkm', 'dengan', 'untirta']","['unram', 'kuat', 'implementasi', 'program', 'mbkm', 'dengan', 'untirta']"
126,Menjalin kerjasama program MBKM Teknik Informatika UAD untuk meningkatkan layanan program basis digital,Positif,menjalin kerjasama program mbkm teknik informatika uad untuk meningkatkan layanan program basis digital,"['menjalin', 'kerjasama', 'program', 'mbkm', 'teknik', 'informatika', 'uad', 'untuk', 'meningkatkan', 'layanan', 'program', 'basis', 'digital']",<FreqDist with 12 samples and 13 outcomes>,"['menjalin', 'kerjasama', 'program', 'mbkm', 'teknik', 'informatika', 'uad', 'untuk', 'meningkatkan', 'layanan', 'program', 'basis', 'digital']","['menjalin', 'kerjasama', 'program', 'mbkm', 'teknik', 'informatika', 'uad', 'untuk', 'meningkatkan', 'layanan', 'program', 'basis', 'digital']","['jalin', 'kerjasama', 'program', 'mbkm', 'teknik', 'informatika', 'uad', 'untuk', 'tingkat', 'layan', 'program', 'basis', 'digital']"
127,"Siap Cetak Para Technopreneur, Apindo Lampung IIB Darmajaya Realisasi Program Magang MBKM ",Positif,siap cetak para technopreneur apindo lampung iib darmajaya realisasi program magang mbkm,"['siap', 'cetak', 'para', 'technopreneur', 'apindo', 'lampung', 'iib', 'darmajaya', 'realisasi', 'program', 'magang', 'mbkm']",<FreqDist with 12 samples and 12 outcomes>,"['siap', 'cetak', 'para', 'technopreneur', 'apindo', 'lampung', 'iib', 'darmajaya', 'realisasi', 'program', 'magang', 'mbkm']","['siap', 'cetak', 'para', 'technopreneur', 'apindo', 'lampung', 'iib', 'darmajaya', 'realisasi', 'program', 'magang', 'mbkm']","['siap', 'cetak', 'para', 'technopreneur', 'apindo', 'lampung', 'iib', 'darmajaya', 'realisasi', 'program', 'magang', 'mbkm']"
128,Cape mikir mbkm pengen streaming drakor sama variti,Negatif,cape mikir mbkm pengen streaming drakor sama variti,"['cape', 'mikir', 'mbkm', 'pengen', 'streaming', 'drakor', 'sama', 'variti']",<FreqDist with 8 samples and 8 outcomes>,"['cape', 'mikir', 'mbkm', 'pengen', 'streaming', 'drakor', 'variti']","['cape', 'mikir', 'mbkm', 'pengen', 'streaming', 'drakor', 'variti']","['cape', 'mikir', 'mbkm', 'ken', 'streaming', 'drakor', 'variti']"
129,"Minggu ini adalah keempat dari pelaksanaan StudiIndependen Zenius, Course yang saya ambil di MBKM Zenius kali ini adalah machine learning.",Positif,minggu ini adalah keempat dari pelaksanaan studiindependen zenius course yang saya ambil di mbkm zenius kali ini adalah machine learning,"['minggu', 'ini', 'adalah', 'keempat', 'dari', 'pelaksanaan', 'studiindependen', 'zenius', 'course', 'yang', 'saya', 'ambil', 'di', 'mbkm', 'zenius', 'kali', 'ini', 'adalah', 'machine', 'learning']",<FreqDist with 17 samples and 20 outcomes>,"['minggu', 'adalah', 'keempat', 'dari', 'pelaksanaan', 'studiindependen', 'zenius', 'course', 'saya', 'ambil', 'di', 'mbkm', 'zenius', 'kali', 'adalah', 'machine', 'learning']","['minggu', 'adalah', 'keempat', 'dari', 'pelaksanaan', 'studiindependen', 'zenius', 'course', 'saya', 'ambil', 'di', 'mbkm', 'zenius', 'kali', 'adalah', 'machine', 'learning']","['minggu', 'adalah', 'empat', 'dari', 'laksana', 'studiindependen', 'zenius', 'course', 'saya', 'ambil', 'di', 'mbkm', 'zenius', 'kali', 'adalah', 'machine', 'learning']"
130,iri deh sm yang lolos mbkm,Negatif,iri deh sm yang lolos mbkm,"['iri', 'deh', 'sm', 'yang', 'lolos', 'mbkm']",<FreqDist with 6 samples and 6 outcomes>,"['iri', 'deh', 'sm', 'lolos', 'mbkm']","['iri', 'deh', 'sm', 'lolos', 'mbkm']","['iri', 'deh', 'sm', 'lolos', 'mbkm']"
131,Ternyata 24 sks + mbkm membuat drop,Negatif,ternyata sks mbkm membuat drop,"['ternyata', 'sks', 'mbkm', 'membuat', 'drop']",<FreqDist with 5 samples and 5 outcomes>,"['ternyata', 'sks', 'mbkm', 'membuat', 'drop']","['ternyata', 'sks', 'mbkm', 'membuat', 'drop']","['nyata', 'sks', 'mbkm', 'buat', 'drop']"
132,UNIBOS TAKEN MOU DENGAN UNMUL MENINGKATKAN PROGRAMÃ‚Â MBKM,Positif,unibos taken mou dengan unmul meningkatkan programmbkm,"['unibos', 'taken', 'mou', 'dengan', 'unmul', 'meningkatkan', 'programmbkm']",<FreqDist with 7 samples and 7 outcomes>,"['unibos', 'taken', 'mou', 'dengan', 'unmul', 'meningkatkan', 'programmbkm']","['unibos', 'taken', 'mou', 'dengan', 'unmul', 'meningkatkan', 'programmbkm']","['unibos', 'taken', 'mou', 'dengan', 'unmul', 'tingkat', 'programmbkm']"
133,Unram dan Untirta Teken MoU Perkuat ImplementasiÃ‚Â MBKM ,Positif,unram dan untirta teken mou perkuat implementasimbkm,"['unram', 'dan', 'untirta', 'teken', 'mou', 'perkuat', 'implementasimbkm']",<FreqDist with 7 samples and 7 outcomes>,"['unram', 'dan', 'untirta', 'teken', 'mou', 'perkuat', 'implementasimbkm']","['unram', 'dan', 'untirta', 'teken', 'mou', 'perkuat', 'implementasimbkm']","['unram', 'dan', 'untirta', 'teken', 'mou', 'kuat', 'implementasimbkm']"
134,"Wujudkan Program MBKM, UHO Kendari dan Unmus Merauke Teken MoU",Positif,wujudkan program mbkm uho kendari dan unmus merauke teken mou,"['wujudkan', 'program', 'mbkm', 'uho', 'kendari', 'dan', 'unmus', 'merauke', 'teken', 'mou']",<FreqDist with 10 samples and 10 outcomes>,"['wujudkan', 'program', 'mbkm', 'uho', 'kendari', 'dan', 'unmus', 'merauke', 'teken', 'mou']","['wujudkan', 'program', 'mbkm', 'uho', 'kendari', 'dan', 'unmus', 'merauke', 'teken', 'mou']","['wujud', 'program', 'mbkm', 'uho', 'kendari', 'dan', 'unmus', 'merauke', 'teken', 'mou']"
135,Kemaren aku juga abis ketolak mbkm sih wkwkwk huhu,Negatif,kemaren aku juga abis ketolak mbkm sih wkwkwk huhu,"['kemaren', 'aku', 'juga', 'abis', 'ketolak', 'mbkm', 'sih', 'wkwkwk', 'huhu']",<FreqDist with 9 samples and 9 outcomes>,"['kemaren', 'aku', 'juga', 'abis', 'ketolak', 'mbkm', 'wkwkwk', 'huhu']","['kemaren', 'aku', 'juga', 'abis', 'ketolak', 'mbkm', 'wkwkwk', 'huhu']","['kemaren', 'aku', 'juga', 'abis', 'tolak', 'mbkm', 'wkwkwk', 'huhu']"
136,"ini anak mbkm enak banget yah kagak ada kontribusi sama sekali, muncul pas dokumentasi doang tapi dapet nilai",Positif,ini anak mbkm enak banget yah kagak ada kontribusi sama sekali muncul pas dokumentasi doang tapi dapet nilai,"['ini', 'anak', 'mbkm', 'enak', 'banget', 'yah', 'kagak', 'ada', 'kontribusi', 'sama', 'sekali', 'muncul', 'pas', 'dokumentasi', 'doang', 'tapi', 'dapet', 'nilai']",<FreqDist with 18 samples and 18 outcomes>,"['anak', 'mbkm', 'enak', 'yah', 'kagak', 'ada', 'kontribusi', 'sekali', 'muncul', 'pas', 'dokumentasi', 'doang', 'tapi', 'dapet', 'nilai']","['anak', 'mbkm', 'enak', 'yah', 'kagak', 'ada', 'kontribusi', 'sekali', 'muncul', 'pas', 'dokumentasi', 'doang', 'tapi', 'dapet', 'nilai']","['anak', 'mbkm', 'enak', 'yah', 'kagak', 'ada', 'kontribusi', 'sekali', 'muncul', 'pas', 'dokumentasi', 'doang', 'tapi', 'dapet', 'nilai']"
137,oh pantes kating gakuat sama mbkm,Negatif,oh pantes kating gakuat sama mbkm,"['oh', 'pantes', 'kating', 'gakuat', 'sama', 'mbkm']",<FreqDist with 6 samples and 6 outcomes>,"['oh', 'pantes', 'kating', 'gakuat', 'mbkm']","['oh', 'pantes', 'kating', 'gakuat', 'mbkm']","['oh', 'pantes', 'kating', 'gakuat', 'mbkm']"
138,MBKM Bangkit harus buka learning path ini fix ,Positif,mbkm bangkit harus buka learning path ini fix,"['mbkm', 'bangkit', 'harus', 'buka', 'learning', 'path', 'ini', 'fix']",<FreqDist with 8 samples and 8 outcomes>,"['mbkm', 'bangkit', 'harus', 'buka', 'learning', 'path', 'fix']","['mbkm', 'bangkit', 'harus', 'buka', 'learning', 'path', 'fix']","['mbkm', 'bangkit', 'harus', 'buka', 'learning', 'path', 'fix']"
139,Ukrida berbagi pengalaman pelaksanaan MBKM ke sejumlah kampus dari Papua.,Positif,ukrida berbagi pengalaman pelaksanaan mbkm ke sejumlah kampus dari papua,"['ukrida', 'berbagi', 'pengalaman', 'pelaksanaan', 'mbkm', 'ke', 'sejumlah', 'kampus', 'dari', 'papua']",<FreqDist with 10 samples and 10 outcomes>,"['ukrida', 'berbagi', 'pengalaman', 'pelaksanaan', 'mbkm', 'ke', 'sejumlah', 'kampus', 'dari', 'papua']","['ukrida', 'berbagi', 'pengalaman', 'pelaksanaan', 'mbkm', 'ke', 'sejumlah', 'kampus', 'dari', 'papua']","['ukrida', 'bagi', 'alam', 'laksana', 'mbkm', 'ke', 'jumlah', 'kampus', 'dari', 'papua']"
140,"Yang ikut mbkm bisa ngajuin skripsi di awal, kebanyakan mikir akomodasi jadi telat gak daftar mbkm",Positif,yang ikut mbkm bisa ngajuin skripsi di awal kebanyakan mikir akomodasi jadi telat gak daftar mbkm,"['yang', 'ikut', 'mbkm', 'bisa', 'ngajuin', 'skripsi', 'di', 'awal', 'kebanyakan', 'mikir', 'akomodasi', 'jadi', 'telat', 'gak', 'daftar', 'mbkm']",<FreqDist with 15 samples and 16 outcomes>,"['ikut', 'mbkm', 'bisa', 'ngajuin', 'skripsi', 'di', 'awal', 'kebanyakan', 'mikir', 'akomodasi', 'jadi', 'telat', 'daftar', 'mbkm']","['ikut', 'mbkm', 'bisa', 'ngajuin', 'skripsi', 'di', 'awal', 'kebanyakan', 'mikir', 'akomodasi', 'jadi', 'telat', 'daftar', 'mbkm']","['ikut', 'mbkm', 'bisa', 'ngajuin', 'skripsi', 'di', 'awal', 'banyak', 'mikir', 'akomodasi', 'jadi', 'telat', 'daftar', 'mbkm']"
141,gelisah sama mbkm habis denger cerita tadi,Negatif,gelisah sama mbkm habis denger cerita tadi,"['gelisah', 'sama', 'mbkm', 'habis', 'denger', 'cerita', 'tadi']",<FreqDist with 7 samples and 7 outcomes>,"['gelisah', 'mbkm', 'habis', 'denger', 'cerita', 'tadi']","['gelisah', 'mbkm', 'habis', 'denger', 'cerita', 'tadi']","['gelisah', 'mbkm', 'habis', 'denger', 'cerita', 'tadi']"
142,aku udah mengingatkan mbkm ini gapenting,Negatif,aku udah mengingatkan mbkm ini gapenting,"['aku', 'udah', 'mengingatkan', 'mbkm', 'ini', 'gapenting']",<FreqDist with 6 samples and 6 outcomes>,"['aku', 'udah', 'mengingatkan', 'mbkm', 'gapenting']","['aku', 'udah', 'mengingatkan', 'mbkm', 'gapenting']","['aku', 'udah', 'ingat', 'mbkm', 'gapenting']"
143,Gegara ikut yg mbkm riset sama dosen susah mau pulang :) jadwalnya plis we ini mah jangan tahu bulat atuh bu,Positif,gegara ikut yg mbkm riset sama dosen susah mau pulang jadwalnya plis we ini mah jangan tahu bulat atuh bu,"['gegara', 'ikut', 'yg', 'mbkm', 'riset', 'sama', 'dosen', 'susah', 'mau', 'pulang', 'jadwalnya', 'plis', 'we', 'ini', 'mah', 'jangan', 'tahu', 'bulat', 'atuh', 'bu']",<FreqDist with 20 samples and 20 outcomes>,"['gegara', 'ikut', 'yg', 'mbkm', 'riset', 'dosen', 'susah', 'mau', 'pulang', 'jadwalnya', 'plis', 'we', 'mah', 'jangan', 'tahu', 'bulat', 'atuh', 'bu']","['gegara', 'ikut', 'yg', 'mbkm', 'riset', 'dosen', 'susah', 'mau', 'pulang', 'jadwalnya', 'plis', 'we', 'mah', 'jangan', 'tahu', 'bulat', 'atuh', 'bu']","['gegara', 'ikut', 'yg', 'mbkm', 'riset', 'dosen', 'susah', 'mau', 'pulang', 'jadwal', 'plis', 'we', 'mah', 'jangan', 'tahu', 'bulat', 'atuh', 'bu']"
144,"jurusan aku sih ada. kayaknya emg ada deh, kkn masuknya ke matkul wajib di semester 6. kalo hoream kkn, bisa ikut mbkm",Positif,jurusan aku sih ada kayaknya emg ada deh kkn masuknya ke matkul wajib di semester kalo hoream kkn bisa ikut mbkm,"['jurusan', 'aku', 'sih', 'ada', 'kayaknya', 'emg', 'ada', 'deh', 'kkn', 'masuknya', 'ke', 'matkul', 'wajib', 'di', 'semester', 'kalo', 'hoream', 'kkn', 'bisa', 'ikut', 'mbkm']",<FreqDist with 19 samples and 21 outcomes>,"['jurusan', 'aku', 'ada', 'kayaknya', 'emg', 'ada', 'deh', 'kkn', 'masuknya', 'ke', 'matkul', 'wajib', 'di', 'semester', 'kalo', 'hoream', 'kkn', 'bisa', 'ikut', 'mbkm']","['jurusan', 'aku', 'ada', 'kayaknya', 'emg', 'ada', 'deh', 'kkn', 'masuknya', 'ke', 'matkul', 'wajib', 'di', 'semester', 'kalo', 'hoream', 'kkn', 'bisa', 'ikut', 'mbkm']","['jurus', 'aku', 'ada', 'kayak', 'emg', 'ada', 'deh', 'kkn', 'masuk', 'ke', 'matkul', 'wajib', 'di', 'semester', 'kalo', 'hoream', 'kkn', 'bisa', 'ikut', 'mbkm']"
145,Sejumlah Universitas dari Papua Tinjau Implementasikan MBKM di Ukrida ,Positif,sejumlah universitas dari papua tinjau implementasikan mbkm di ukrida,"['sejumlah', 'universitas', 'dari', 'papua', 'tinjau', 'implementasikan', 'mbkm', 'di', 'ukrida']",<FreqDist with 9 samples and 9 outcomes>,"['sejumlah', 'universitas', 'dari', 'papua', 'tinjau', 'implementasikan', 'mbkm', 'di', 'ukrida']","['sejumlah', 'universitas', 'dari', 'papua', 'tinjau', 'implementasikan', 'mbkm', 'di', 'ukrida']","['jumlah', 'universitas', 'dari', 'papua', 'tinjau', 'implementasi', 'mbkm', 'di', 'ukrida']"
146,MBKM mantep emang ,Positif,mbkm mantep emang,"['mbkm', 'mantep', 'emang']",<FreqDist with 3 samples and 3 outcomes>,"['mbkm', 'mantep']","['mbkm', 'mantep']","['mbkm', 'mantep']"
147,Aspikom - UMM menggelar FGD untuk membahas proyeksi kerja sama dan pengembangan MBKM.,Positif,aspikom umm menggelar fgd untuk membahas proyeksi kerja sama dan pengembangan mbkm,"['aspikom', 'umm', 'menggelar', 'fgd', 'untuk', 'membahas', 'proyeksi', 'kerja', 'sama', 'dan', 'pengembangan', 'mbkm']",<FreqDist with 12 samples and 12 outcomes>,"['aspikom', 'umm', 'menggelar', 'fgd', 'untuk', 'membahas', 'proyeksi', 'kerja', 'dan', 'pengembangan', 'mbkm']","['aspikom', 'umm', 'menggelar', 'fgd', 'untuk', 'membahas', 'proyeksi', 'kerja', 'dan', 'pengembangan', 'mbkm']","['aspikom', 'umm', 'gelar', 'fgd', 'untuk', 'bahas', 'proyeksi', 'kerja', 'dan', 'kembang', 'mbkm']"
148,Pegen ngambil riset buat mbkm biar cepet lulus tapi kalo gabung sama orang nanti suka ga sehati dan jatohnya ga niat :'),Positif,pegen ngambil riset buat mbkm biar cepet lulus tapi kalo gabung sama orang nanti suka ga sehati dan jatohnya ga niat,"['pegen', 'ngambil', 'riset', 'buat', 'mbkm', 'biar', 'cepet', 'lulus', 'tapi', 'kalo', 'gabung', 'sama', 'orang', 'nanti', 'suka', 'ga', 'sehati', 'dan', 'jatohnya', 'ga', 'niat']",<FreqDist with 20 samples and 21 outcomes>,"['pegen', 'ngambil', 'riset', 'buat', 'mbkm', 'cepet', 'lulus', 'tapi', 'kalo', 'gabung', 'orang', 'nanti', 'suka', 'sehati', 'dan', 'jatohnya', 'niat']","['pegen', 'ngambil', 'riset', 'buat', 'mbkm', 'cepet', 'lulus', 'tapi', 'kalo', 'gabung', 'orang', 'nanti', 'suka', 'sehati', 'dan', 'jatohnya', 'niat']","['gen', 'ngambil', 'riset', 'buat', 'mbkm', 'cepet', 'lulus', 'tapi', 'kalo', 'gabung', 'orang', 'nanti', 'suka', 'sehat', 'dan', 'jatohnya', 'niat']"
149,ambil mbkm enak ges,Positif,ambil mbkm enak ges,"['ambil', 'mbkm', 'enak', 'ges']",<FreqDist with 4 samples and 4 outcomes>,"['ambil', 'mbkm', 'enak', 'ges']","['ambil', 'mbkm', 'enak', 'ges']","['ambil', 'mbkm', 'enak', 'ges']"
150,semester depan kalo ada mbkm engga mau ambil bahasa udahan gue nyerah,Negatif,semester depan kalo ada mbkm engga mau ambil bahasa udahan gue nyerah,"['semester', 'depan', 'kalo', 'ada', 'mbkm', 'engga', 'mau', 'ambil', 'bahasa', 'udahan', 'gue', 'nyerah']",<FreqDist with 12 samples and 12 outcomes>,"['semester', 'depan', 'kalo', 'ada', 'mbkm', 'engga', 'mau', 'ambil', 'bahasa', 'udahan', 'gue', 'nyerah']","['semester', 'depan', 'kalo', 'ada', 'mbkm', 'engga', 'mau', 'ambil', 'bahasa', 'udahan', 'gue', 'nyerah']","['semester', 'depan', 'kalo', 'ada', 'mbkm', 'engga', 'mau', 'ambil', 'bahasa', 'udahan', 'gue', 'nyerah']"
151,kenapa sih kampusku klo mau ikut program mbkm harus bayar 1.5jt dulu baru bisa ikut:(,Negatif,kenapa sih kampusku klo mau ikut program mbkm harus bayar jt dulu baru bisa ikut,"['kenapa', 'sih', 'kampusku', 'klo', 'mau', 'ikut', 'program', 'mbkm', 'harus', 'bayar', 'jt', 'dulu', 'baru', 'bisa', 'ikut']",<FreqDist with 14 samples and 15 outcomes>,"['kenapa', 'kampusku', 'klo', 'mau', 'ikut', 'program', 'mbkm', 'harus', 'bayar', 'jt', 'dulu', 'baru', 'bisa', 'ikut']","['kenapa', 'kampusku', 'klo', 'mau', 'ikut', 'program', 'mbkm', 'harus', 'bayar', 'jt', 'dulu', 'baru', 'bisa', 'ikut']","['kenapa', 'kampus', 'klo', 'mau', 'ikut', 'program', 'mbkm', 'harus', 'bayar', 'jt', 'dulu', 'baru', 'bisa', 'ikut']"
152,Keren! Empat Mahasiswa Universitas Cokrominoto Palopo LulusÃ‚Â MBKM,Positif,keren empat mahasiswa universitas cokrominoto palopo lulusmbkm,"['keren', 'empat', 'mahasiswa', 'universitas', 'cokrominoto', 'palopo', 'lulusmbkm']",<FreqDist with 7 samples and 7 outcomes>,"['keren', 'empat', 'mahasiswa', 'universitas', 'cokrominoto', 'palopo', 'lulusmbkm']","['keren', 'empat', 'mahasiswa', 'universitas', 'cokrominoto', 'palopo', 'lulusmbkm']","['keren', 'empat', 'mahasiswa', 'universitas', 'cokrominoto', 'palopo', 'lulusmbkm']"
